nama,ulasan,label,sentiment,score
Vascal Riskal,"Lokasi midah di jangkau dekat dengan pusat kota pamekasan buka sampai malam tersedia pernak pernik hand made asli daerah tersebut..
Salah satu keajaiban alam yang muncul di tengah tengah lingkungan masyarakat",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9933174848556519}]",0.9933174848556519
Sulhani Hermawan,"Api tidak padam, meski beberapa bernyala kecil.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9516710042953491}]",0.9516710042953491
Ade Tiyo,"Pariwisata alam d'pamekasan Api tak kunjung padam,masyarakat ramah,& harga souvenir tdk terlampau mahal,coba deh berkunjung pasti anda tdk menyesal... joss",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9281537532806396}]",0.9281537532806396
Fitri,"lebih ke pasar sih ya bukan tempat wisata, tp worth it jga harganya murah murah, g bikin kantong bolong😍😁 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7371059656143188}]",0.7371059656143188
M Albilaluddin,"Wisata yang rupanya masih agak kurang terawat dengan baik.

Semoga kedepan bisa lebih maksimal dan lebih tertata lagi. Amin",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988116025924683}]",0.9988116025924683
NURUL HAROMAIN ALMALIKI,"Seru
Bagus
Panas",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9640334248542786}]",0.9640334248542786
Zainal Hasan,Tempat wisata api abadi yang sangat menarik. Hanya butuh koordinasi dengan pemerintah untuk mengatur pedagang kaki lima dan mencegah adanya pungutan liar.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9859635233879089}]",0.9859635233879089
kiss Sunaryo,"Bagus tempat nya,",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998120665550232}]",0.9998120665550232
Desy Ariyani,"Tempatnya kurang di kelola dg baik, pas masuk kawasan wisata dimintain karcis bisa mpe lebih dr 2x dg org yg berbeda",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998875081539154}]",0.998875081539154
Budi Candra,Seneng banget .tapi sayang aku datang ke sana pada waktu siang... mungkin lain kali aku dtg pd malam hari,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.973419725894928}]",0.973419725894928
One Sehan,ASYIK BANGET APINYA GAK MATI2 24 JAM NON STOP,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9972032308578491}]",0.9972032308578491
Tuhu Suryono,Asik juga,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996851682662964}]",0.9996851682662964
Rizki Pristiwanto,"Penmbayaran sampek 3 kali, waktu masuk di awal, kemudian parkir , dan bayar lagi saat mau ke lokasi. Mending jadikan 1 di depan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9883882403373718}]",0.9883882403373718
Hastuti Pamekasan,Tempatnya bagus dan menyenangkan nelihat suasananya kalau malem ramai karena melihat apinya sgt bangus dan kita bisa menikmati jagung bakar juga,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998161196708679}]",0.9998161196708679
Lani Agama,"Menggugurkan rasa penasaran
Semoga tempatnya semakin bersih dan terawat",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5263082981109619}]",0.5263082981109619
Christya Mahardika,Apinya sampai keluar dr pembatas tempatnya. Banyak penjual souvenir dan oleh2 ada banyak toilet umum dan ada mushola.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6487454175949097}]",0.6487454175949097
Sultan Iskandar Dinata,Tempatnya bagus tapi sudah banyak yang rusak,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9960439205169678}]",0.9960439205169678
Mataul Harsani,"Api Abadi, tempat bakar jagung dan ikan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9300839900970459}]",0.9300839900970459
dwi hariri,"Tempatnya sederhana,tapi bisa puas belanja barang khas madura",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.938243567943573}]",0.938243567943573
Agus Winarto,"Mantap, meskipun apinya kecil tpi tetap suatu keajaiban",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998801946640015}]",0.9998801946640015
Rangga septian,Bisa bakar-bakaran jagung,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9719213843345642}]",0.9719213843345642
Duy Nc,Tempatnya nyaman banget orangnya pada ramah² semua ☺️,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999758780002594}]",0.999758780002594
Abdur Rouf,"Tempat wisata andalan kabupaten Pamekasan dan Pulau Madura secara umum. Dari tanah muncul api. Tapi sayangnya pengelolaannya kurang profesional. Tanahnya milik swasta, dikelila perorangan, jalannya milim masyarakat.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9895477294921875}]",0.9895477294921875
Renanda Bagas Putra Perdana,Tempat kumuh dan kotor. Banyak warga yang memasak di tempat keuarnya api sehingga membuat tidak cocok untuk dijadikan tempat wisata. Banyak anak kecil yang meminta uang.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994832277297974}]",0.9994832277297974
siti rachimah,Api tak kunjung padam sekarang sudah lumayan bagus.. jalannya juga sudah bagus tidak lobang2 lagi. Semoga kedepannya makin bagus.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9432703852653503}]",0.9432703852653503
Husni,Masyarakat sekitar sangat ramah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999377965927124}]",0.999377965927124
Pithe TV,Beneran lho ini... apinya ga pernah padam sekalipun hujan. Aneh tapi nyata 😁 kalau pengin lihat keajaiban alam ini boleh nah di tengok selagi di Pamekasan …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996222257614136}]",0.9996222257614136
Resti Itoe,Alun alun Pasuruan kota sebelah makam Mbah Hamid banyak sekali orang orang ziaroh ke makam mbh Hamid,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9902774095535278}]",0.9902774095535278
Rivon Heru Cahyono,Tempat bakar jagung 🌽 api alami …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5063971281051636}]",0.5063971281051636
Wawan Kurniawan,"Karena kurang memberikan nuansa
atau suasana wisata yang menyenangkan hanya tempat orang jualan seperti di pasar umumnya",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997144341468811}]",0.9997144341468811
Ucha Pasuruan,Bagus. Alami. Lebih bagus datangnya malam.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9970279335975647}]",0.9970279335975647
Irwan Rahmad,"Destinasi wisata yang bisa menjadi pertimbangan jika berkunjung ke Pamekasan Madura. Unik, Ajaib, dan merupakan fenomena alam yg patut dijaga kelestariannya.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999576985836029}]",0.999576985836029
jajuri Lek,kuwasa  ilahi  membawa  berkah  warga sekitar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997245669364929}]",0.9997245669364929
Amanah Umat,"Belum tertata dengan rapih view wisata nya, parkir berlapis termasuk retribusi masuk beda lagi.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991897940635681}]",0.9991897940635681
Puthu Manteb,"Cukup bagus
Akan lebih bagus lagi jika dilengkapi penginapan dan MCK yg memadai",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8504165410995483}]",0.8504165410995483
Battousai Post,"Lokasi pertama yg kukunjungi setibanya di pamekasan, api yang tdk bs padam meski diguyur hujan. Kita bisa bakar jagung disini.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5755705237388611}]",0.5755705237388611
Miftahul Munir,"Bagus alami harga"" terjangkau",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995577931404114}]",0.9995577931404114
Laila Nellvers,Nyampek malam n seru🥰 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988715052604675}]",0.9988715052604675
Decky Merdeko,Sangat bagus sekali,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]",0.9998596906661987
Zacky Rizand,"Toko menyediakan berbagai macam jenis lukisan kaligrafi arab, figora dan lain lain",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9680926203727722}]",0.9680926203727722
vina mafaza,"Api abadi yang unik.
Tempat parkir tertib. Toilet tersedia
Oleh2 khas madura lengkap",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.994911253452301}]",0.994911253452301
Fardatun Ni`mah,Pembelajaran ttg alam    ... Rame penjual souvernir dan makanan.    . Tapi obyek wisatanya malah kurang menonjol..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9899272918701172}]",0.9899272918701172
Syaf Marwin,Biasa Aja sih tp unik,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9981075525283813}]",0.9981075525283813
Khairul A,"Lokasi mudah dijangkau, banyak tersedia souvenir khas madura. Potensi wisata masih bisa dikembangkan..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9966856837272644}]",0.9966856837272644
GALUH MEYDA,Tempat mnyenangkn krn jarang ada tanah yg mngeluarkn api.. mncari acesoris khas pamekasan jg lengkap..penjual makann jg bnyak..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984503984451294}]",0.9984503984451294
alfa Rinduani,Sya belum ke sini tp tdk di promosi dn penasaran,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9938216209411621}]",0.9938216209411621
Dean Handiyansyah,"Saya kira api nya akan besar,ternyata hanya api kecil seperti perapian biasa. Tiket masuk 10 rb.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9974265694618225}]",0.9974265694618225
Rohmatul Hasanah,"Bagus ini tempatnya, lumayan sepi juga. Kita bisa bakar jagung di api nya. Jagungnya juga di jual di sekitar situ. Parkirnya lumayan.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987861514091492}]",0.9987861514091492
E Sugeng Riyadi,"Tempatnya ramai kalau malam. Asyik kalau sambil bakar bakaran. Kalau mau cari souvenir juga ada, tapi jangan lupa di tawar ya",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998719334602356}]",0.998719334602356
Naurawisata 2012,"Tempat wisata yg unik, cuma kurang perhatian dri pemda setempat untuk pengelolaanny akses jalan n fasilitas pengunjung minim",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9382556676864624}]",0.9382556676864624
Bambang Suprianto,Bagus. Perlu ditingkatkan lagi,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5004498362541199}]",0.5004498362541199
ARMedia Music,Kurangnya perawatan,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994332194328308}]",0.9994332194328308
Ahmad Syaerodji,Keajaiban alam mgk termasuk langka namun perlu pengelolaan yg lbh profesional biar terlihat bersih dan menarik,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998624324798584}]",0.998624324798584
Jufri Ahmat,Sangat mengesankan karya Tuhan 😊 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998722076416016}]",0.9998722076416016
saifulgondrong 1234567890,Sangat menyenangkan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998608827590942}]",0.9998608827590942
Agustya Masbro,Api yg pernah buat obor api PON....sayangnya air panas nya sumbernya berhenti.....,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993714690208435}]",0.9993714690208435
risal aja,"Akses jalan sdh nyaman.Cuma masih harus dikelola lagi,mungkin ditambah taman bermain dan selfi",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9764453768730164}]",0.9764453768730164
Adri Isnowo Tridariyanto,Fenomena alam yang unik...good place,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998413324356079}]",0.9998413324356079
Syahroni as-saifoel,Wisata Madura yang harus anda kunjungi,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9979842901229858}]",0.9979842901229858
Kurnias Sudradjad,Tempat patut di lestarikan. Perlunya pengawasan pihak berwajib dalam pengelolaan wisata tersebut.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997401833534241}]",0.9997401833534241
faridatul fitriyah,"Saya kl ke tempat in suka belanja ke pedagang sekeliling, kl obyek utamany y gt aj dr dlu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9853661060333252}]",0.9853661060333252
Alex Sundara,"Sangat bagus,tapi harus di baguskan kembali tempatnya,,,supaya nyaman...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9789553880691528}]",0.9789553880691528
Syukron Muchlis,Terlalu banyak loket,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9983717799186707}]",0.9983717799186707
Rodeyah 1922,"Amazing,, hujan pun api tetap nyaLa",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994091987609863}]",0.9994091987609863
idris sumenep,"Tempat wisata di Pamekasan, dari namanya Api Tak Kunjung Padam.. Apinya gak padam2, nyala terus",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9395425319671631}]",0.9395425319671631
Kacong Anggey (Seniman Alam),"Tempanya myaman, untuk blanja harga murah dari pd pasar tradisional",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9981482028961182}]",0.9981482028961182
Junod Tj,Tempat parkir nya luas & warna api nya bagus klw malam hari,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999695897102356}]",0.999695897102356
Jack Ma,wisata keajaiban alam yang patut di apresiasi oleh pemda.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.99774569272995}]",0.99774569272995
Sutriezno Coboyz,Tempat yg sanagat bagus,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998698234558105}]",0.9998698234558105
Andre Kurniawan,Konon ceritanya api ini tidak pernah padam meskipun hujan sekalipun,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9935705661773682}]",0.9935705661773682
Hendri Wijaya,"Rame, banyak toko toko di sekitarnya",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9847546815872192}]",0.9847546815872192
raddyna dad,Keajaiban,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991037249565125}]",0.9991037249565125
KangMan,Keren,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999836802482605}]",0.999836802482605
Denis Saputra,Apinya gk pernah padam,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9858893156051636}]",0.9858893156051636
Iwan Tarjeh,"Ke situ hanya untuk beli pisau, clurit madura, parang dll, krn bahannya yg bagus...",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9461104869842529}]",0.9461104869842529
Cong Mufid,"Keunikan dunia yg ada d pamekasan, d lengkapi dg aneka pedagang souvenir dan makanan khas madura",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9945164322853088}]",0.9945164322853088
DAT.,PIKNIK ASIK DI SINI LUAR BIASA,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998575448989868}]",0.9998575448989868
Rusdi h,Karna ramai di kunjungi dengan apinya yg tidak padam2 bisa bakar2 jagung dan lain2 nya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9941733479499817}]",0.9941733479499817
Moh. Wahed Hasim Asary,Tempat wisata di Kabupaten Pamekasan bisa bakar jagung dan lainnya langsung ke api abadi yang keluar dari lubang bertahan yang ada di sini.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5288234353065491}]",0.5288234353065491
Desy Priyatiningsih,"Lokasi panas klo siang, sptnya lbh asik dikunjungi malam hari. 😊 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5207480788230896}]",0.5207480788230896
Dian Faisol,allah swt maha besar....apa yg terjadi karna kehendahnyaa sprt api tak kujung padam ini....,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9948897361755371}]",0.9948897361755371
Royhan Fahrezy,"Bagus sekali subhanallah apinya tak padam""",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9821152687072754}]",0.9821152687072754
Zainudin,"Tempatnya bersih, lokasi parkir luas, belanja souvenir murah murah",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9774699211120605}]",0.9774699211120605
Ummu Jameela,"kuasa Allah dengan menunjukkan api yang tak kunjung padam ,belanjanya murah di sana saya suka",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982845187187195}]",0.9982845187187195
Fathor Rahman,Bisa jadi salah satu pilihan buat liburan Nataru 2021,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8702585101127625}]",0.8702585101127625
Dwi Permitasari,lokasi nya kurang bersih - air di toilet asin - smg kedepan bisa lebih ditingkatkan..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.996742308139801}]",0.996742308139801
faisal ahmad,mantap sih bisa bakar jagung sendiri,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.965487003326416}]",0.965487003326416
SaiF Family,"Tempat krg bersih....
Mobil masuk hrs bayar mahal, sementara tempat yg dikunjungi kurang bersih",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9940133690834045}]",0.9940133690834045
Rohid_ Khans,Wisata alam 🔥 tak pernah padam bagus buat dikunjungi banyak souvernir khas Madura 😎 …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9955756664276123}]",0.9955756664276123
Dyah Faika,Klo pgen ksni enak malem hari.. jadi kesan apinya kliatan banget. Smbil bakar jagung,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9467872381210327}]",0.9467872381210327
Fauzy Edugawa,Dulu kesini karena penasaran ama tempatnya cuman tempatnya dulu kurang bersih nggak tau kalo sekarang,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9908549785614014}]",0.9908549785614014
Exsan Udin,"Apinya disiram Air akan mati, kmidian dikasih korek api baru mau nyala kembal",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985145926475525}]",0.9985145926475525
AHMAD FAUZI,Tempat wisata yg bagus ....tp kurang penataan ruang nya ....,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9902207851409912}]",0.9902207851409912
Neyla Azizah,Bagus buat pengetahuan anak2,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995684027671814}]",0.9995684027671814
ghazio putra,Kalau siang gak asik panas.... Kalau kesana mending habis mahrib,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8692917227745056}]",0.8692917227745056
Adie Lemmuet'z,"Inilah mukjizat allah swt , tanah yg bisa mengeluarkaan api hanya dg cara di gores dg benda apa pun",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.976162314414978}]",0.976162314414978
hasan asy'ari,"Mengecewakan, tidak terawat dg baik, tdk ada guide",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997337460517883}]",0.9997337460517883
aldy karunia putra,Ya saya suka dengan pelayanan rest areanya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983556866645813}]",0.9983556866645813
m.abduloh bahanan (Abduloh Bahanan),"Langganan wisata keluarga saat ke Pamekasan, bakar jagung di api alam",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8636906743049622}]",0.8636906743049622
nina martina,Kurang terawat tapi lumayan lah karena juga tiket masuk murrrahhh 5ribuh,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8983933925628662}]",0.8983933925628662
Imam Safii,Terletak di sumenep madura api abadi,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9811713695526123}]",0.9811713695526123
siti sarifah,Saya dulu pernah kesini tapi sayang fotonya sudah hilang lumayan bagus karna ini tempat sejarah lokasi madura,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9945412278175354}]",0.9945412278175354
ach choirul,"Akses jalan masuk sudah bagus, namun di lokasi sampah berserakan dan terkesan tidak terawat",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994909763336182}]",0.9994909763336182
Nisa Ilhasanah,Tempat wisata yg sangat menarik,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998241066932678}]",0.9998241066932678
Candra Nurkhalish,Tolong ditertibkan orang yang minta2...terkesan terlalu memaksa mulai dari anak kecil sampai orang dewasa,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9544410109519958}]",0.9544410109519958
Yoepy Priyono,"Kurang dikelola dengan baik, jadi kesannya kumuh",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997822642326355}]",0.9997822642326355
RGH Asyari,"Salah satu Wisata favorit ""Api dr Gas Alami"" di pulau Madura",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963321089744568}]",0.9963321089744568
maulidatul kamilah,Wisata api tak kunjung padam yang berada di desa larangan tokol kecamatan Tlanakan kabupaten Pamekasan Madura,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9601461887359619}]",0.9601461887359619
Taufiqurrahman Jauhari,Api tak kunjung padam,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9713405966758728}]",0.9713405966758728
Yunus Sakera,sudah ada kemajuan tentang penglolaan tempat,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9928148984909058}]",0.9928148984909058
Ahmad Turmudi,"Nice view, lengkap dan murah meriah",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9482362270355225}]",0.9482362270355225
Abd Rohman Fdl,Selain api kita akan menemukan penjual jagung yang langsung kita bakar dan sofenir,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9923823475837708}]",0.9923823475837708
Dede Sopyan,Dapat dijadikan tempat wisata edukasi  alam,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9906339645385742}]",0.9906339645385742
Ridho's Job,"Hati"" yg plat luar madura, banyak pungli kalo gak tau arah",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9975022673606873}]",0.9975022673606873
lukmanul hakim,tempat wisatanya bagus tapi pengelolaannya kurang memuaskan jalannya masih kurang pantas tuk dilewati,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998933732509613}]",0.998933732509613
Rukhanah Samira,Api alami cocok buat bakar jagung,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9829975366592407}]",0.9829975366592407
nurul fuad,Wisata api alam alami yang murah dan unik . Lengkap dengan souvenir khas Madura.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6432758569717407}]",0.6432758569717407
Rindi cimeout,"Tempat ini bagus untuk wisata
Apalagi kalau malam ramai sekali",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.993057370185852}]",0.993057370185852
ROTI AISYAH,Siap melayani order berbagai macam roti untuk hajatan dll,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9246491193771362}]",0.9246491193771362
Bayu Setiadi,Very good mungkin perlu dilakukan perombakan fasilitas agar menarik,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9785908460617065}]",0.9785908460617065
AS2 PROJECT - Ach Safee,Api yang tak pernah padam dari dulu 👍 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9921493530273438}]",0.9921493530273438
Supandi Nauval,Sangat unik walaw ada hujan dan angin tetap hidup dan hidupsendiri,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992940425872803}]",0.9992940425872803
tutus cantik,Api yg populer apa lagi sama rujak cingur dan jagung bakar disana..mantap,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9969745874404907}]",0.9969745874404907
Ahmad Azis,Cukup mengesankan si... Masak api gk padam padam kan aneh gitu 🤔🤔 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997041821479797}]",0.9997041821479797
akh mufris,"Tempat ini merupakan wisata alam, terdapat api yang tidak padam dan bersumber dari gas alam",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9858368635177612}]",0.9858368635177612
Hilal Isti mewah,Ta ie api tak kunjung padang kurang piknik kemari aj sob sik asik dah,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9451261758804321}]",0.9451261758804321
Khilda Setiawati,Intinya ke sini cuma lihat ada satu lingkaran di tengahnya ada api yang katanya gak pernah padam,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9798569083213806}]",0.9798569083213806
Saiful Arif,Lumayan sih buat sekedar tau,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9959704875946045}]",0.9959704875946045
Memet Senang,Karena sunggu luar biasa ciptaan Allah tanah bisa keluar api.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996973276138306}]",0.9996973276138306
ABDUL RAHMAN,Pokoknya Mantul Dech..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.987215518951416}]",0.987215518951416
Putra Pacarkeling,Seharusnya ditingkatkan lagi fasilitas daya tarik pengunjung,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9889128804206848}]",0.9889128804206848
Soleh May,Suasana api tak kunjung padang pamekasan madura,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.985901415348053}]",0.985901415348053
Muhammad Djuri,Karna apinya gak pernah padam walao kena hujan selebat apapun.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9725021123886108}]",0.9725021123886108
egass setyaa,Api abadi hanya ada dipamekasan madura.... Api ini telah berpindah membakar pagar pembatas...,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9751877784729004}]",0.9751877784729004
Eryzki Triardianto,Tempatnya kotor & banyak sekali penarikan untuk biaya masuknya,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997169375419617}]",0.9997169375419617
priyo wijayanto,"Panas, tempat api hanya sekitar diameter 4m, saya kira luas",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9941096305847168}]",0.9941096305847168
Haikal MA,Batik Batik Madura yg super mantap,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997361302375793}]",0.9997361302375793
Rahmat Hidayat,Bagus.....tempat wisata alam yang sangat menarik,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992969036102295}]",0.9992969036102295
Dirgantara78 Zeina,"Kebersihan dan perawatan kurang di perhatikan, cenderung abai",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997370839118958}]",0.9997370839118958
IRAMADEA,Masyarakat sekitar nya ramah dalam menawarkan dagangan nya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9807105660438538}]",0.9807105660438538
Iwan Setiawan,Kagum juga rupanya api pon pertama kali di ambil dari api tak kunjung padam ini Pamekasan,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9742817878723145}]",0.9742817878723145
Ricki Cahyo Prastyo,Kemasan entertainnya kurang.. terlalu panas.. butuh tempat berteduh untuk wisatawan...,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99770587682724}]",0.99770587682724
Risa Kurniawan,Salah satu tempat wisata di madura,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994609951972961}]",0.9994609951972961
Fatur Lestari,Sip klo mlm2 ksni,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9762864112854004}]",0.9762864112854004
Ari,"Dekat dengan jalan utama, cuman perlu banyak perbaikan untuk fasilitas pendukung",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9904857277870178}]",0.9904857277870178
Saiful Iful,Tempat nya bagus dan nyaman byk kuliner jg,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998233914375305}]",0.9998233914375305
Ting Tong,"Panas sekali di tkp, jalan menuju wisata rusak, dan kluar dari tkp rawan laka",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9972645044326782}]",0.9972645044326782
AHW CHANNEL,Coba di kelola profesional akan menambah PAD,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9878870248794556}]",0.9878870248794556
Jgw. handicraft Channel,"Tempat wisata yg melegenda. Tetapi yang mengganggu, banyak pengemis anak""",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9763298034667969}]",0.9763298034667969
